URL,Event ID,Event Name,Organizer Phone,Organizer Email,Organizer Website,Scraped At,Success
https://eventick.com.ar/evento/128,128,NB Milla Urbana 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:24.433Z,true
https://eventick.com.ar/evento/129,129,Medio Maratón ASICS Ciudad de Rosario 2023,+54 Sin número,info@21krosario.com.ar,https://21krosario.com.ar/,2025-08-12T01:27:24.723Z,true
https://eventick.com.ar/evento/130,130,Maratón Internacional de la Bandera 2023,+54 1146862070,info@42krosario.com.ar,https://42krosario.com.ar/,2025-08-12T01:27:23.709Z,true
https://eventick.com.ar/evento/131,131,Buenos Aires Corre 2023,+54 1146862070,info@sportsfacilities.com.ar,https://buenosairescorre.com.ar/,2025-08-12T01:27:23.450Z,true
https://eventick.com.ar/evento/132,132,Brooks Run Happy 2023,+54 1146862070,info@sportsfacilities.com.ar,https://10k.brooksrunning.ar/,2025-08-12T01:27:27.789Z,true
https://eventick.com.ar/evento/133,133,Media Maratón Ciudad de La Plata 2023,+54 1146862070,info@sportsfacilities.com.ar,https://mediamaratonlaplata.com.ar/,2025-08-12T01:27:27.258Z,true
https://eventick.com.ar/evento/134,134,Duatlon Buenos Aires Mayo 2023,+54 Sin telefono,info@crossports.com.ar,http://www.crossports.com.ar/duatlon2023/,2025-08-12T01:27:28.349Z,true
https://eventick.com.ar/evento/135,135,NB 21K Comodoro Rivadavia 2023,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:28.306Z,true
https://eventick.com.ar/evento/136,136,Maratón Delfo Cabrera 2023,+54 3471680127,rosanasiri@armstrong.gov.ar,https://armstrong.gov.ar/,2025-08-12T01:27:27.057Z,true
https://eventick.com.ar/evento/137,137,Jujuy Corre 2023,+54 Sin telefono,urku.trailrunning@gmail.com,https://urku.com.ar/,2025-08-12T01:27:31.128Z,true
https://eventick.com.ar/evento/138,138,9K Independencia 2023,+54 1146862070,info@sportsfacilities.com.ar,https://9kindependencia.com.ar/,2025-08-12T01:27:30.601Z,true
https://eventick.com.ar/evento/139,139,Duatlon Buenos Aires Julio 2023,+54 Sin telefono,info@crossports.com.ar,http://www.crossports.com.ar/duatlon2023/,2025-08-12T01:27:30.653Z,true
https://eventick.com.ar/evento/140,140,Armenia Corre 2023,+54 46862070,info@sportsfacilities.com.ar,https://armeniacorre.com.ar/,2025-08-12T01:27:30.849Z,true
https://eventick.com.ar/evento/141,141,Bimbo Global Race 2023,+54 46862070,info@sportsfacilities.com.ar,https://bimboglobalrace.com.ar/,2025-08-12T01:27:30.871Z,true
https://eventick.com.ar/evento/142,142,Duatlon Buenos Aires Agosto 2023,+54 Sin telefono,info@crossports.com.ar,https://www.crossports.com.ar/duatlon2023/,2025-08-12T01:27:33.533Z,true
https://eventick.com.ar/evento/143,143,Carrera High Protein Pedigree,+54 1146862070,info@sportsfacilities.com.ar,https://carrerahighprotein.com/,2025-08-12T01:27:33.388Z,true
https://eventick.com.ar/evento/144,144,Carrera Ciudad Verde 2023,+54 1146862070,info@carreraciudadverde.com.ar,https://carreraciudadverde.com.ar/,2025-08-12T01:27:33.395Z,true
https://eventick.com.ar/evento/145,145,11va Correcaminata Solidaria,+54 1147209795,informes@casamanu.org.ar,http://www.casamanu.org.ar/,2025-08-12T01:27:33.698Z,true
https://eventick.com.ar/evento/146,146,Halloween Run 2023,+54 1146862070,info@sportsfacilities.com.ar,https://halloweenrun.com.ar/,2025-08-12T01:27:33.692Z,true
https://eventick.com.ar/evento/147,147,Nocturna Buenos Aires 2023,+54 1146862070,info@sportsfacilities.com.ar,https://nocturnabuenosaires.com.ar/,2025-08-12T01:27:35.859Z,true
https://eventick.com.ar/evento/148,148,Racing Club 2023,+54 1146862070,info@sportsfacilities.com.ar,https://5kracingclub.com.ar/,2025-08-12T01:27:36.014Z,true
https://eventick.com.ar/evento/149,149,Circuito AUSA 2023,+54 1146862070,info@sportsfacilities.com.ar,https://circuitoausa.com.ar/,2025-08-12T01:27:36.073Z,true
https://eventick.com.ar/evento/150,150,San Silvestre 2023,+54 1146862070,info@sportsfacilities.com.ar,https://sansilvestrebuenosaires.com/,2025-08-12T01:27:36.189Z,true
https://eventick.com.ar/evento/151,151,Maratón de Mendoza 2024,+54 01146862070,info@maratondemendoza.com,https://maratondemendoza.com/,2025-08-12T01:27:35.751Z,true
https://eventick.com.ar/evento/152,152,Women Night Run 2024,+54 1146862070,info@sportsfacilities.com.ar,https://wnr.com.ar/,2025-08-12T01:27:38.956Z,true
https://eventick.com.ar/evento/153,153,Media Maratón Rosario 2024,+54 1146862070,info@21krosario.com.ar,https://21krosario.com.ar/,2025-08-12T01:27:38.425Z,true
https://eventick.com.ar/evento/154,154,NB Maratón Mar del Plata 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:38.659Z,true
https://eventick.com.ar/evento/155,155,NB 30K Buenos Aires 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:38.818Z,true
https://eventick.com.ar/evento/156,156,NB 15K Rosario 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:38.956Z,true
https://eventick.com.ar/evento/157,157,NB 15K Buenos Aires 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:41.540Z,true
https://eventick.com.ar/evento/158,158,NB Trail Tandil 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:41.614Z,true
https://eventick.com.ar/evento/159,159,NB 21K Comodoro Rivadavia 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:41.754Z,true
https://eventick.com.ar/evento/160,160,NB Medio Maratón Mar del Plata 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:40.941Z,true
https://eventick.com.ar/evento/161,161,NB Milla Urbana 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:41.606Z,true
https://eventick.com.ar/evento/162,162,Media Maratón Ciudad de Mendoza 2024,+54 1146862070,info@mediamaratondemendoza.com,https://mediamaratondemendoza.com/,2025-08-12T01:27:43.616Z,true
https://eventick.com.ar/evento/163,163,Maratón Internacional de la Bandera 2024,+54 1146862070,info@42krosario.com.ar,https://42krosario.com.ar/,2025-08-12T01:27:44.477Z,true
https://eventick.com.ar/evento/164,164,adidas Supernova 10K,+54 Sin numero,info@maratondebuenosaires.com,https://buenosairescorre.com.ar/,2025-08-12T01:27:44.227Z,true
https://eventick.com.ar/evento/165,165,NB Medio Maratón Salta 2024,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:43.939Z,true
https://eventick.com.ar/evento/166,166,15K Under Armour 2024,+54 01146862070,info@sportsfacilities.com.ar,https://15kunderarmour.com/,2025-08-12T01:27:44.302Z,true
https://eventick.com.ar/evento/167,167,Duatlon Buenos Aires Mayo 2024,+54 Sin numero,info@crossports.com.ar,https://www.crossports.com.ar/,2025-08-12T01:27:46.903Z,true
https://eventick.com.ar/evento/168,168,Media Maratón Ciudad de La Plata 2024,+54 1146862070,info@sportsfacilities.com.ar,https://mediamaratonlaplata.com.ar/,2025-08-12T01:27:46.731Z,true
https://eventick.com.ar/evento/169,169,10K Zárate,+54 Sin numero,deporteactivo@zarate.gob.ar,https://sportsfacilities.com.ar/,2025-08-12T01:27:46.538Z,true
https://eventick.com.ar/evento/170,170,Maratón Delfo Cabrera 2024,+54 3471-680127,rosanasiri@armstrong.gov.ar,https://armstrong.gov.ar/,2025-08-12T01:27:47.110Z,true
https://eventick.com.ar/evento/171,171,9K Independencia 2024,+54 1146862070,info@sportsfacilities.com.ar,https://9kindependencia.com.ar/,2025-08-12T01:27:47.005Z,true
https://eventick.com.ar/evento/172,172,Duatlon Buenos Aires Junio 2024,+54 Sin numero,info@crossports.com.ar,https://www.crossports.com.ar/,2025-08-12T01:27:49.429Z,true
https://eventick.com.ar/evento/173,173,Bimbo Global Race 2024,+54 1146862070,info@sportsfacilities.com.ar,https://bimboglobalrace.com.ar/,2025-08-12T01:27:49.625Z,true
https://eventick.com.ar/evento/174,174,Duatlon Buenos Aires Agosto 2024,+54 Sin numero,info@crossports.com.ar,https://www.crossports.com.ar/,2025-08-12T01:27:49.167Z,true
https://eventick.com.ar/evento/176,176,Seguros Corre 2024,+54 01146862070,info@sportsfacilities.com.ar,https://sportsfacilities.com.ar/,2025-08-12T01:27:49.588Z,true
https://eventick.com.ar/evento/181,181,Halloween Run 2024,+54 1146862070,info@sportsfacilities.com.ar,https://halloweenrun.com.ar/,2025-08-12T01:27:49.986Z,true
https://eventick.com.ar/evento/186,186,Jujuy Corre 2024,+54 Sin telefono,urku.trailrunning@gmail.com,https://urku.com.ar/,2025-08-12T01:27:52.711Z,true
https://eventick.com.ar/evento/191,191,Racing Club 2024,+54 01146862070,info@sportsfacilities.com.ar,https://5kracingclub.com.ar/,2025-08-12T01:27:52.365Z,true
https://eventick.com.ar/evento/196,196,Nocturna Buenos Aires 2024,+54 01146862070,info@sportsfacilities.com.ar,https://nocturnabuenosaires.com.ar/,2025-08-12T01:27:52.265Z,true
https://eventick.com.ar/evento/197,197,Maratón Nocturna Ciudad de Mendoza 2024,+54 sin numero,info@maratonnocturna.com,https://maratonnocturna.com/,2025-08-12T01:27:52.669Z,true
https://eventick.com.ar/evento/202,202,San Silvestre 2024,+54 01146862070,info@sansilvestrebuenosaires.com,https://sansilvestrebuenosaires.com/,2025-08-12T01:27:52.678Z,true
https://eventick.com.ar/evento/207,207,Media Maratón Ciudad de Mendoza 2025,+54 sin numero,info@mediamaratondemendoza.com,https://mediamaratondemendoza.com/,2025-08-12T01:27:55.367Z,true
https://eventick.com.ar/evento/212,212,Maratón de Mendoza 2025,+54 sin numero,info@maratondemendoza.com,https://maratondemendoza.com/,2025-08-12T01:27:54.993Z,true
https://eventick.com.ar/evento/217,217,Carrera Ciudad Limpia 2024,+54 1146862070,info@carreraciudadlimpia.com.ar,https://carreraciudadlimpia.com.ar/,2025-08-12T01:27:54.925Z,true
https://eventick.com.ar/evento/221,221,Media Maratón Ciudad de La Plata 2025,+54 01146862070,info@sportsfacilities.com.ar,https://mediamaratonlaplata.com.ar/,2025-08-12T01:27:55.221Z,true
https://eventick.com.ar/evento/222,222,Maratón Internacional de la Bandera 2025,+54 1146862070,info@42krosario.com.ar,https://42krosario.com.ar/,2025-08-12T01:27:54.752Z,true
https://eventick.com.ar/evento/228,228,NB 21K Salta 2025,+54 Sin número,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:57.030Z,true
https://eventick.com.ar/evento/233,233,NB 15K Rosario 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:57.813Z,true
https://eventick.com.ar/evento/238,238,NB 21K Comodoro Rivadavia 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:57.760Z,true
https://eventick.com.ar/evento/243,243,NB Trail Tandil 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:57.431Z,true
https://eventick.com.ar/evento/248,248,NB 42K Córdoba 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:57.258Z,true
https://eventick.com.ar/evento/253,253,NB 42K Mar del Plata 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:59.760Z,true
https://eventick.com.ar/evento/258,258,NB 21K Mar del Plata 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:27:59.909Z,true
https://eventick.com.ar/evento/263,263,NB 25K Buenos Aires 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:28:00.488Z,true
https://eventick.com.ar/evento/268,268,NB 30K Buenos Aires 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:28:00.321Z,true
https://eventick.com.ar/evento/273,273,NB 15K Buenos Aires 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:28:00.234Z,true
https://eventick.com.ar/evento/278,278,NB Milla Urbana 2025,+54 01146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:28:02.898Z,true
https://eventick.com.ar/evento/280,280,Women Night Run 2025,+54 01146862070,info@sportsfacilities.com.ar,https://wnr.com.ar/,2025-08-12T01:28:03.065Z,true
https://eventick.com.ar/evento/284,284,Media Maratón Rosario 2025,+54 Sin numero,info@21krosario.com.ar,https://21krosario.com.ar/,2025-08-12T01:28:03.022Z,true
https://eventick.com.ar/evento/293,293,9K Independencia 2025,+54 01146862070,info@sportsfacilities.com.ar,https://9kindependencia.com.ar/,2025-08-12T01:28:03.121Z,true
https://eventick.com.ar/evento/298,298,Duatlon Buenos Aires Mayo 2025,+54 sin numero,info@crossports.com.ar,http://www.crossports.com.ar/,2025-08-12T01:28:02.733Z,true
https://eventick.com.ar/evento/303,303,Carrera Ciudad Limpia 2025,+54 info@carreraciudadlimpia.com.a,info@carreraciudadlimpia.com.ar,https://carreraciudadlimpia.com.ar/,2025-08-12T01:28:05.340Z,true
https://eventick.com.ar/evento/307,307,Maratón Delfo Cabrera 2025,+54 3471-680127,rosanasiri@armstrong.gov.ar,https://armstrong.gov.ar/,2025-08-12T01:28:05.888Z,true
https://eventick.com.ar/evento/312,312,Duatlon Buenos Aires Junio 2025,+54 sin numero,info@crossports.com.ar,https://www.crossports.com.ar/duatlon2025,2025-08-12T01:28:05.601Z,true
https://eventick.com.ar/evento/313,313,15K Under Armour 2025,+54 1146862070,info@sportsfacilities.com.ar,https://15kunderarmour.com/,2025-08-12T01:28:05.399Z,true
https://eventick.com.ar/evento/318,318,Bimbo Global Race 2025,+54 1146862070,info@sportsfacilities.com.ar,https://bimboglobalrace.com.ar/,2025-08-12T01:28:05.567Z,true
https://eventick.com.ar/evento/320,320,Duatlon Buenos Aires Agosto 2025,+54 sin numero,info@crossports.com.ar,https://www.crossports.com.ar/duatlon2025,2025-08-12T01:28:08.332Z,true
https://eventick.com.ar/evento/325,325,DOGRUN 2025,+54 1146862070,inscripciones@dogrun.com.ar,https://dogrun.com.ar/,2025-08-12T01:28:08.521Z,true
https://eventick.com.ar/evento/330,330,Conferencia prensa NB 25K Buenos Aires 2025,+54 1146862070,info@sportsfacilities.com.ar,https://raceseries.newbalance.com.ar/,2025-08-12T01:28:07.661Z,true
https://eventick.com.ar/evento/335,335,Cena MIM Wine & Dinner,+54 1146862070,info@maratondemendoza.com,https://maratondemendoza.com/,2025-08-12T01:28:08.129Z,true
